爡|che4|2
璺|wen4|3
毴|bi1|2
迈|mai4|55
鉡|ban4|2
铺|pu4|59
铺|pu1|79
縁|yuan2|2
炣|ke3|2
氰|qing2|28
匎|e4|2
保|bao2|3
保|bao3|448
保|bao|1
檴|huo4|2
豰|bo2|2
盷|tian2|2
蔁|zhang1|2
抄|chao1|52
忊|ding4|2
苄|bian4|6
㨨|chou1|2
僸|jin4|2
嚍|jin4|2
㜌|nou3|2
䝛|bo1|2
䈚|tai2|2
宿|xiu4|15
宿|su4|125
宿|xiu3|24
擁|yong1|2
坌|ben4|2
赩|xi4|2
䂒|qia4|2
斀|zhuo2|2
舅|jiu4|33
䇅|fa2|2
鯲|yu|2
倹|jian3|2
藀|ying2|2
㙍|duo1|2
㵒|fei4|2
㭿|ang2|2
麮|qu4|2
庻|shu4|2
懅|ju4|2
䩈|hui4|2
蹮|xian1|2
緄|gun3|2
䴐|bao3|2
訳|yi4|2
瞶|gui4|3
崽|zai3|18
韶|shao2|20
㹻|wo1|2
冫|bing1|2
莃|xi1|2
搂|lou1|8
搂|lou3|4
韏|quan4|2
悒|yi4|9
袵|ren4|2
椴|duan4|4
葂|mian3|2
诠|quan2|11
鷧|yi4|2
繦|qiang3|2
鶒|chi4|4
襴|lan2|2
㳽|mi3|2
㾢|ai4|2
䎘|su4|2
麦|mai4|175
㶼|ai1|2
捃|jun4|2
䣊|dang3|2
爢|mi2|2
葎|lv4|3
䈝|xu1|2
桵|rui2|2
巼|ba1|2
愆|qian1|10
䒳|duo3|2
倈|lai2|2
㼺|tang2|2
㸡|shu1|2
㐷|ma3|2
腆|tian3|4
垶|xing1|2
彺|wang2|2
皔|han4|2
缥|piao3|4
缥|piao1|4
䩁|fei1|2
涮|shuan4|8
鳂|wei1|2
䙺|lian2|2
齥|xie4|2
嘪|mai3|2
銽|gua1|2
猼|bo2|2
掌|zhang3|118
摞|luo4|4
阕|que4|3
蒞|li4|2
鑷|nie4|2
勒|le1|1
勒|lei1|14
勒|le4|233
䫏|qi1|2
䅛|chang1|2
翤|chi4|2
牽|qian1|2
肇|zhao4|28
厑|ya2|2
䪫|jing1|2
痕|hen2|58
鼐|nai4|4
鼐|nai|2
七|qi1|277
䤭|shi4|2
恇|kuang1|3
䲅|gui1|2
邈|miao3|18
懠|qi2|2
觗|zhi4|2
橖|tang2|2
囩|yun2|2
珻|mei2|2
贯|guan4|99
謼|hu1|2
鰑|yang2|2
鼊|bi4|2
骏|jun4|26
㐄|kua4|2
䝢|man4|2
呐|na4|10
媤|si1|2
䌵|zhu2|2
鐻|ju4|2
熾|chi4|2
穏|wen3|2
鋹|chang3|2
棘|ji2|35
燣|lan2|2
郼|yi1|2
鶋|ju1|2
褘|hui1|2
掟|zheng3|2
躆|ju4|2
漬|zi4|2
䜆|zhe2|2
菟|tu2|4
菟|tu4|4
峡|xia2|73
㵠|ku1|2
转|zhan3|1
转|zhuai3|2
转|zhuan3|404
转|zhuan4|147
崄|xian3|3
䏪|er4|2
䧿|que4|2
呄|ge2|2
嶠|jiao4|2
仂|le4|3
絋|kuang|2
衙|ya2|13
䑻|you2|2
笎|yuan2|2
㦥|xuan1|2
翋|la1|2
隠|yin3|2
魎|liang3|2
蛛|zhu1|25
姥|lao|4
姥|mu3|4
姥|lao3|10
毢|sai1|2
㮖|jia2|2
粌|yin|2
刓|wan2|2
刓|liang3|1
刓|shu1|2
攝|she4|2
鳌|ao2|22
蕝|jue2|2
奫|yun1|2
䛰|hun4|2
傕|jue2|2
尢|you2|2
锰|meng3|19
獣|shou|2
梹|bin1|2
兔|tu3|2
兔|tu|2
兔|tu4|80
濫|lan4|2
飪|ren4|2
䘱|yu4|2
鄿|ji1|2
季|ji4|111
䤦|yue4|2
禲|li4|2
薹|tai2|9
偀|ying1|2
睚|ya2|7
鞚|kong4|3
㸟|zhi1|2
嘔|ou3|2
諐|qian1|2
注|zhu4|165
䧒|lai2|2
敹|liao2|2
縊|yi4|2
质|zhi4|362
质|zhi2|1
垯|da4|1
垯|da|2
荡|dang4|150
鹊|que4|27
䱾|lou2|2
嬇|kui4|2
㦘|ji1|2
潵|sa3|2
氩|ya4|5
阝|fu4|2
窲|chao2|2
寍|ning2|2
觐|jin4|4
豩|bin1|2
㝯|qiao2|2
髲|bi4|2
鮱|lao|2
昸|dong1|2
慢|man4|104
辭|ci2|2
虸|zi3|3
鼉|tuo2|2
密|mi4|298
枣|zao3|51
䡧|wu1|2
筱|xiao3|2
栒|xun2|2
茠|hao1|2
䆷|xue4|2
衒|zui4|3
衒|xuan4|4
橥|zhu1|3
䉶|shuang1|2
䔏|chou4|2
鑱|chan2|2
撺|cuan1|7
艡|dang1|2
法|fa2|3
法|fa3|955
法|ren2|1
唖|ya3|2
患|huan4|111
簰|pai2|2
忝|tian3|2
胣|chi3|2
歪|wai3|2
歪|wai1|62
鱰|shu|2
犄|ji1|6
讪|shan4|15
鋄|wan3|2
㥉|che4|2
濚|ying2|2
䚍|qi4|2
刚|gang1|117
䮿|jian3|2
瓁|wo4|2
䝌|jue2|2
疀|cha1|2
鈅|yue4|2
蜷|quan2|8
䀹|jie2|2
闀|xiang4|2
嵹|jiang4|2
㓖|bi4|2
缹|fou3|2
貪|tan1|2
㨈|ji3|2
㽬|fu4|2
亻|ren2|2
燅|xian2|2
㾏|jie4|2
䡤|zhu1|2
嫆|rong2|2
騳|du2|2
架|jia4|221
䔬|yi4|2
呗|bei|2
呗|bai4|4
蟶|cheng1|2
碹|xuan4|2
琂|yan2|2
麀|you1|2
涧|jian4|18
颵|shao1|2
礴|bo2|12
鑂|xun4|2
務|wu4|2
湦|sheng1|2
饴|yi2|9
厘|li2|35
躦|cuo2|2
獃|dai1|2
壊|huai4|2
䅙|hun4|2
焆|juan1|2
䞓|cheng1|2
咳|hai1|9
咳|ke2|22
䑞|shun4|2
酆|feng1|5
母|m|1
母|mu3|279
袓|ju4|2
䠋|bi4|2
暔|nan2|2
漥|wa1|2
綮|qing4|6
綮|qi3|2
蛔|hui2|6
轥|lin4|2
㑳|zhou4|2
瘬|zhang4|2
筙|lai2|2
䘪|chong1|2
芽|ya2|57
挼|ruo2|2
挼|rua2|2
㷃|chui3|2
瑞|rui4|116
冐|mao4|2
荼|tu2|12
蘕|feng|2
濤|tao1|2
曺|cao2|2
旕|yu2|2
䂪|qiao3|2
糯|nuo4|13
延|yan2|137
布|bu3|1
布|bu4|578
夭|yao1|21
灇|cong2|2
暞|jiao3|2
㴄|yong3|2
螓|qin2|5
禗|si1|2
駗|zhen3|2
穖|ji3|2
鏎|bi4|2
䞨|gui3|2
㦬|luo3|2
鴯|er2|2
㱅|yi4|2
姬|ji1|28
阜|fu4|32
阜|fu3|1
䑐|zhen3|2
㗱|ji2|2
俆|xu2|2
瞘|kou1|2
匵|du2|2
㔆|zan4|2
萻|an1|2
憾|han4|12
橏|zhan3|2
磘|qing4|2
臾|yu2|6
趋|qu1|67
趋|qiu4|1
趋|qu2|1
餘|yu2|2
玟|wen2|3
缬|xie2|3
醊|zhui4|2
佸|huo2|2
鏟|chan3|2
䳡|yan4|2
瓲|wa|2
㺂|yan2|2
砙|pan1|2
廂|xiang1|2
测|ce4|238
顙|sang3|2
繭|jian3|2
叴|qiu2|2
征|zheng1|170
征|zhi3|5
欎|yu4|2
譎|jue2|2
莏|suo1|2
雛|chu2|2
䧥|hui4|2
惿|ti2|2
沌|dun4|9
䈓|ge2|2
䳯|chong2|2
伎|ji4|18
㽁|li4|2
䱍|geng4|2
镝|di1|2
镝|di2|8
困|kun|1
困|kun4|98
焈|xi1|2
䰢|xing4|2
䅔|zi1|2
翫|wan2|2
谍|die2|16
嘱|zhu3|16
䭣|ci2|2
貼|tie1|2
㜂|feng1|2
䀀|fan4|2
粓|gan1|2
躟|rang2|2
傋|jiang3|2
䫇|ran2|2
饦|tuo1|3
湴|ban4|2
肀|yu4|2
橪|ran3|2
丟|diu1|2
欜|nang2|2
尾|wei3|238
尾|yi3|8
痣|zhi4|7
䤓|meng2|2
蟯|nao2|2
㱾|gai1|2
礻|shi4|2
鲾|bi1|2
柄|bing3|55
譇|zha1|2
橝|dian4|2
犋|ju4|4
颧|quan2|5
㶰|han2|2
涵|han2|39
猄|jing1|2
哏|gen2|6
轞|jian4|2
硼|peng2|10
堧|ruan2|2
㻿|shu3|2
阎|yan2|25
檷|ni3|2
甤|rui2|2
制|zhi4|606
鱘|xun2|2
毛|mao2|438
毛|mao|2
釷|tu3|2
㔏|li4|2
玌|qiu2|2
䛉|mian4|2
漳|zhang1|15
銶|qiu2|2
仞|ren4|6
瑥|wen1|2
具|ju4|179
依|yi1|138
䯷|song1|2
䴧|wei1|2
觉|jiao4|18
觉|jue2|92
蕖|qu2|3
苷|gan1|21
笕|jian3|2
榞|yuan2|2
戯|hu1|2
塰|hai|2
䥉|yuan1|2
谆|zhun1|14
馵|zhu4|2
㮿|bi4|2
軺|yao2|2
雍|yong1|31
鑣|biao1|2
灎|yan4|2
艚|cao2|4
鯿|bian1|2
皢|xiao3|2
俕|san4|2
攫|jue2|12
噍|jiao4|6
遹|yu4|2
孿|luan2|2
褊|bian3|4
蒗|lang4|5
筞|ce4|2
絒|chou2|2
棟|dong4|2
岺|ling2|2
摬|ying3|2
黻|fu2|8
缔|di4|13
誈|wu2|2
䐗|zhu1|2
茙|rong2|2
䆺|pan1|2
㴽|xie4|2
㧌|mao4|2
绐|dai4|2
睡|shui4|76
幻|hua4|1
幻|huan4|58
鵽|duo4|2
㖂|yi4|2
䊙|yan1|2
傯|zong3|2
䘕|hang2|2
埋|man2|8
埋|mai2|43
䍘|mi2|2
峽|xia2|2
腀|lun2|2
䢊|you2|2
縑|jian1|2
傘|san3|2
蝳|dai4|2
蝳|du2|2
嶼|yu3|2
菘|song1|4
拮|jie2|8
㷼|yan4|2
錒|ke1|2
䧛|bang4|2
砠|ju1|3
訬|chao1|2
柋|dai4|2
强|jiang4|18
强|jiang1|1
强|qiang2|333
强|qiang3|75
餯|hui4|2
蓳|jin3|2
㽺|ji2|2
㠋|e4|2
瘿|ying3|4
擈|pu1|2
顋|sai1|2
墣|pu2|2
㧻|zhuo2|2
䑳|lun2|2
羏|yang2|2
膛|tang2|17
悱|fei3|6
溊|xia|2
鴶|jia2|2
墪|dun1|2
㞽|xue4|2
陪|pei2|53
慰|wei4|37
搉|que4|2
䄛|lou2|2
庪|gui3|2
汎|fan4|2
柝|tuo4|9
鏑|di2|2
䁜|huang4|2
䶊|nv4|2
諫|jian4|2
箼|wu1|2
䠑|kui3|2
玦|jue2|2
蹃|nuo4|2
卑|bei|2
卑|bei1|74
胜|sheng4|236
嗪|qin2|14
襭|xie2|2
䴄|shun4|2
拾|shi2|50
拾|shi|7
拾|she4|4
拾|shi1|2
㰲|yu1|2
轟|hong1|2
坨|tuo2|16
䣭|tai4|2
欑|cuan2|2
樁|zhuang1|2
趄|qie|1
趄|ju1|6
耝|qu4|2
䦬|que4|2
朳|ba1|2
蕧|fu4|2
䱅|mo4|2
盾|dun4|30
梃|ting3|4
輂|ju2|3
䚃|you2|2
吐|tu2|1
吐|tu3|123
吐|tu4|14
謾|man2|2
瞽|gu3|11
㑐|shu1|2
滗|bi4|2
稐|lun3|2
煩|fan2|2
荵|ren3|2
螿|jiang1|2
岡|gang1|2
䠮|teng2|2
凓|li4|2
櫓|lu3|2
㳡|guo1|2
嵠|xi1|2
町|ding1|6
町|ting1|2
町|ting3|6
㶠|yi4|2
簝|liao2|2
袮|ni|2
磸|ding4|2
糶|tiao4|2
妥|tuo3|42
爨|cuan4|12
䔲|deng1|2
迁|qian1|112
㧥|xian3|2
澖|xian2|2
㮳|zhen4|2
樚|lu4|2
䋞|wang3|2
䚰|pi3|2
薲|pin2|2
簷|yan2|2
佁|yi3|2
鉓|chi4|2
勥|jiang4|2
秺|du4|2
文|wen2|1121
文|wen1|1
伬|ze|2
鮣|yin4|2
㰢|keng1|2
蜰|fei2|2
窹|wu4|2
橂|dian4|2
郕|cheng2|2
騺|zhi4|2
玿|shao2|2
筸|gan1|2
醔|qiu2|2
炪|zhuo1|2
氟|fu2|32
惢|suo3|2
罌|ying1|2
偕|xie2|12
虱|shi1|22
瞙|mo4|2
倀|chang1|2
鲃|ba1|3
沓|ta4|24
沓|ta3|1
沓|da2|3
沓|ta|1
笂|wan|2
麟|lin2|51
沑|nv4|2
嫇|ming2|2
頺|tui2|2
襦|ru2|5
繴|bi4|2
䞕|ru2|2
鲸|jing1|41
邀|yao1|23
眅|pan1|2
䖎|xia2|2
帟|yi4|2
㹟|jue2|2
䰉|pan2|2
笜|zhu2|2
㞯|jie2|2
䰾|ba1|2
旣|ji4|2
韯|xian1|2
㬇|huan4|2
㳃|cui4|2
䠙|pang2|2
痉|jing4|13
賴|lai4|2
矄|xun1|2
魇|yan3|5
穝|zui|2
䣦|lei4|2
坯|pi1|27
抋|qin4|2
袧|gou1|2
䓏|fu1|2
砹|ai4|2
䠧|chu2|2
䤜|dun4|2
犡|li4|2
隩|ao4|2
糼|gong1|2
㠓|meng2|2
篛|ruo4|2
臷|die2|2
乭|shi2|2
磠|lu3|2
缳|huan2|5
芶|gou3|2
閞|bian4|2
懌|yi4|2
廞|xin1|2
仏|fo2|2
翓|xie2|2
澁|se4|2
㦉|yi4|2
徝|zhi4|2
裝|zhuang1|2
踼|tang2|2
駉|jiong1|2
镖|biao1|11
欕|yan|2
爯|cheng1|2
奉|feng4|112
㤑|you4|2
翲|piao1|2
鰆|chun1|2
蜃|shen4|6
脸|lian3|229
脸|lian2|1
蛍|ying2|2
恎|die2|2
鉚|liu3|2
诿|wei3|7
螌|ban1|2
䧅|yi2|2
暢|chang4|2
比|bi4|9
比|bi2|1
比|bi3|450
比|bi1|1
聹|ning2|2
䌫|lan3|2
䭿|yi4|2
娈|luan2|5
養|yang3|2
钗|chai1|29
㩈|yun3|2
浒|hu3|10
磟|liu4|4
瑬|liu2|2
鉨|xi3|2
軻|ke1|2
吗|ma3|4
吗|ma2|2
吗|ma|3
錙|zi1|2
滐|jie2|2
㑗|shen1|2
凚|jin4|2
条|tiao2|351
条|di2|1
䀦|gu3|2
僿|sai4|3
乻|yu2|2
䟋|zhan3|2
単|dan1|2
㗤|cu4|2
䳽|he4|2
墊|dian4|2
渑|mian3|5
狮|shi1|58
責|ze2|2
茒|yuan2|2
栠|ren3|2
騬|cheng2|2
㰷|zi4|2
徶|bie2|2
拧|ning3|7
拧|ning2|3
铳|chong4|9
䍙|mei2|2
昿|kuang4|2
瓈|li2|2
衋|xi4|2
絙|huan2|2
䯢|mo2|2
味|wei4|214
醛|quan2|26
炱|tai2|2
䮵|tong2|2
㽡|bei1|2
巃|long2|2
虪|shu4|2
煰|gao4|2
琉|liu2|17
儛|wu3|2
㯕|xi1|2
驔|dian4|2
縘|xi1|2
㪫|rui4|2
湜|shi2|2
鐴|bi4|2
腂|lei3|2
菑|zai1|2
停|ting2|142
暎|ying4|2
髫|tiao2|7
翨|chi4|2
俹|ya4|2
㸃|dian3|2
掦|ti4|2
蜩|tiao2|3
竀|cheng1|2
鹃|juan1|13
簢|min3|2
郜|gao4|2
䗪|zhe4|2
饭|fan4|236
㲅|ji4|2
鳅|qiu1|4
䝨|xian2|2
壭|san|2
鶄|jing1|2
䖖|xia2|2
逝|shi4|41
居|ju2|4
居|ju1|277
居|ji1|2
縧|tao1|2
蟨|jue2|2
㧬|gong3|2
曾|zeng1|69
曾|ceng2|14
曾|zeng|2
碃|qing4|2
䐐|qiu1|2
㰄|jian4|2
枽|ye4|2
绗|hang2|4
䩤|xie2|2
嗱|na2|2
焟|xi1|2
蒐|sou1|6
贡|gong4|61
諤|e4|2
鍵|jian4|2
䄶|bi4|2
㼮|chai1|2
堮|e4|2
䇓|xu1|2
霱|yu4|2
㡮|ji2|2
勵|li4|2
庂|ze4|2
訥|ne4|2
颮|biao1|2
厴|yan3|2
㻂|ping2|2
腒|ju1|2
泶|xue2|2
㾁|shu4|2
䦥|xian2|2
唲|er2|2
㛣|yun2|2
鮸|mian3|2
㕲|hua2|2
羖|gu3|3
彮|yong3|2
嚰|mo2|2
氷|bing1|2
彁|ge|2
陑|er2|2
槺|kang1|3
㙼|lei3|2
讣|fu4|5
霰|xian4|10
霰|san3|2
誄|lei3|2
皈|gui1|7
檹|yi1|2
癆|lao2|2
胕|fu3|2
豢|huan4|6
歸|gui1|2
膔|lu4|2
䬣|xi4|2
䱆|sheng2|2
詛|zu3|2
䁕|min2|2
祊|beng1|2
陱|ju1|2
螅|xi1|4
夆|feng2|2
㰞|chi1|2
㞨|zi3|2
熲|jiong3|2
櫇|po2|2
鉌|he2|2
乴|xue2|2
䜅|wei2|2
疎|shu1|2
閙|nao4|2
渟|ting1|4
渟|ting2|6
渟|zi1|1
䲰|yun4|2
苐|ti2|2
㳨|jian3|2
椦|quan|2
㕹|fa2|2
㯖|de2|2
耖|chao4|2
㝌|jiu4|2
馻|yun3|2
簾|lian2|2
譡|dang3|2
㣑|rong2|2
嗣|si4|22
㦐|ni4|2
讜|dang3|2
㰩|hai1|2
踵|zhong3|56
夻|hua4|2
䟄|qi4|2
䩝|pao2|2
磦|biao1|2
慽|qi1|2
杯|bei1|115
糄|bian3|2
劋|jiao3|2
醍|ti2|5
枬|nan2|2
䶵|chi2|2
㘸|zang4|2
瓏|long2|2
鱔|shan4|2
塼|zhuan1|2
殆|dai4|15
儍|sha3|2
砧|zhen1|9
賆|pian2|2
䏔|niu3|2
飼|si4|2
㜅|xu4|2
坸|gou4|2
唤|huan4|21
辳|nong2|2
父|fu4|131
父|fu|2
父|fu3|6
䯛|wan4|2
铥|diu1|2
粞|xi1|2
閤|ge2|2
伳|xie4|2
頽|tui2|2
凌|ling2|82
㒎|sa4|2
滞|zhi4|45
呥|ran2|2
䍐|han3|2
黇|tian1|2
煷|liang|2
鮕|gu1|2
澝|ning|2
霢|mai4|3
芯|xin1|20
芯|xin4|4
㭪|fu1|2
馕|nang3|6
馕|nang2|2
霐|hong2|2
䈯|zhen1|2
炸|zha4|64
炸|dan4|1
炸|zha2|43
楉|ruo4|2
豛|yi4|2
俲|xiao4|2
県|xian4|2
薫|xun1|2
偎|wei1|14
斔|yu3|2
嚢|nang2|2
癍|ban1|2
郎|lang2|118
